what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1373263339754
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1373263339754
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1373263339769
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1373263339769
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1373263339769
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1373263339785
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1373263339785
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1373263339801
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1373263339801
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1373263339801
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1373263339801
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1373263339816
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1373263339832
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1373263339847
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1373263339847
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1373263339863
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1373263339879
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1373263339879
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1373263339894
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1373263339910
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1373263339926
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1373263339926
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1373263339941
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1373263339941
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1373263339957
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1373263339972
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1373263339988
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1373263339988
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1373263340004
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1373263340019
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1373263340019
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1373263340066
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1373263340066
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1373263340082
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1373263340082
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1373263340097
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1373263340097
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1373263340113
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1373263340129
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1373263340129
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1373263340144
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1373263340144
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1373263340160
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1373263340160
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1373263340160
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1373263340176
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1373263340176
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1373263340191
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1373263340191
os,sysinfo,,,"win32",1373263340191
arch,sysinfo,,,"x86",1373263340191
ws,sysinfo,,,"win32",1373263340191
locale,sysinfo,,,"zh_CN",1373263340191
processors,sysinfo,,,"2",1373263340191
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1373263340191
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1373263340191
java.specification.name,sysinfo,,,"Java Platform API Specification",1373263340191
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1373263340191
java.specification.version,sysinfo,,,"1.6",1373263340191
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1373263340191
java.version,sysinfo,,,"1.6.0_20",1373263340191
java.vm.info,sysinfo,,,"mixed mode, sharing",1373263340191
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1373263340191
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1373263340191
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1373263340191
java.vm.specification.version,sysinfo,,,"1.0",1373263340191
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1373263340191
java.vm.version,sysinfo,,,"16.3-b01",1373263340191
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1373263343676
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1373263343691
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1373263343722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263347535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263349926
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1373263353582
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1373263353613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263354519
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1373263360879
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1373263361707
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1373263361722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263362363
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1373263363879
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1373263363879
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1373263364566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263367082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263368863
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263372597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263392160
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1373263393738
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373263393801
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373263393941
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1373263394269
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263396660
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263405379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263410082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263410082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263410472
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263415582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263418051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263492160
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263492457
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263492457
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263492551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263841488
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263843301
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263843301
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263843410
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263850160
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1373263856894
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263892941
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263894582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263919676
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1373263926894
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1373263927019
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1373263927129
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373263954941
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1373263957879
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1373263996097
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373263998066
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264002832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264002941
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264003082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264005144
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264005926
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1373264007660
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1373264008722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264010035
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264010285
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1373264035879
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264038441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264038785
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264040582
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264040910
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264041472
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264042191
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264043566
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264043566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264043691
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264064347
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264067207
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264156613
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264156613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264156738
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264157847
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264158441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264158441
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264158566
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264159410
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264166597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264167988
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264167988
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264169629
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264201926
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264202066
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264264613
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264290988
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264296597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264298254
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264327785
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264343254
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1373264354394
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1373264399472
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264401301
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264403426
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264403941
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264404941
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1373264430488
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373264431551
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264432316
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1373264433285
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373264435707
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264443941
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264443957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264444051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264446222
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264449926
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264449941
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264450035
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264477926
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1373264486519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264487519
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1373264495941
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264496332
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.rename",1373264496347
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373264496941
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1373264505191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264505926
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264513613
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264516863
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264517863
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264522097
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264529801
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264538051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264539222
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264548457
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1373264551597
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373264553097
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1373264560519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264567644
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264567644
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264567722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264585113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264648832
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264742785
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264772207
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264776176
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264784144
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264799676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264799879
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264800691
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264800894
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373264809285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264818082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264818379
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1373264823191
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264824004
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264825097
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373264828285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1373264874254
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264876441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1373264930613
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264932144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264938644
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373264938738
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1373264961910
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264964019
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1373264987004
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1373264987191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1373264996082
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1373264997176
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373265014676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373265014894
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1373265069894
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265070504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265070660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373265072441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1373265072660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1373265095613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265100269
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265100269
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265100363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265114285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265115832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265115832
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265116207
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265133457
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265139113
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265192488
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1373265194629
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265203629
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1373265209754
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1373265213363
